"Korporat Code","Material Type","General Subcategory","Component FG/Korporat Code","Component FG/Material Type","Component FG/General Subcategory","Component REFILL/Korporat Code"
"BOTP-NLREV2450-P","Intermediate","Intermediate Pack","","","",""
"BOTP-SL200R2-P","Intermediate","Intermediate Pack","","","",""
"BOTP-HSNANB200R2-P","Intermediate","Intermediate Pack","","","",""
"BOTP-HSNANB450R2-P","Intermediate","Intermediate Pack","","","",""
"BOTP-HSNASH200R2-P","Intermediate","Intermediate Pack","","","",""
"BOTP-HSNASH450R2-P","Intermediate","Intermediate Pack","","","",""
"BOTS-SCMWR0-W","Intermediate","Intermediate Pack","","","",""
"EMO-BRB2835-X","Raw Material","","","","",""
"EMUL-BRB423-X","Raw Material","","","","",""
"BRB-CPLM-X","Raw Material","","","","",""
"SILI-DM65-X","Raw Material","","","","",""
"SAMP-DM65-X","Raw Material","","","","",""
"ES-PRPBK01-BULK","Semi Finished Goods","Bulk","","","",""
"WARN-BRO12-X","Raw Material","","","","",""
"TIT-401-X","Raw Material","","","","",""
"WARN-BYO12-X","Raw Material","","","","",""
"ACTI-BCPL-X","Raw Material","","","","",""
"BAL-BROBPPEC-D254W23","Packaging Material","Regular","","","",""
"BAL-EXPPLR0-W","Packaging Material","Regular","","","",""
"BAL-HRODK-K","Packaging Material","Regular","","","",""
"BAL-SPPLL-MOSS","Packaging Material","Regular","","","",""
"BAL-SSLEL-WSS","Packaging Material","Regular","","","",""
"BAL-BALTEPLR0-E","Packaging Material","Regular","","","",""
"EXTR-BMBE-X","Raw Material","","","","",""
"SAMP-BMBEPB-X","Raw Material","","","","",""
"SAMP-BMBTEC-X","Raw Material","","","","",""
"CUSH-EBWMMC01L-X","Packaging Material","Regular","","","",""
"CUSH-EBWMMC02N-X","Packaging Material","Regular","","","",""
"CUSH-EBWMMC03C-X","Packaging Material","Regular","","","",""
"CUSH-EBWMMC04M-X","Packaging Material","Regular","","","",""
"B-BMLPF1-BULK","Semi Finished Goods","Bulk","","","",""
"B-BMLPLB2-BULK","Semi Finished Goods","Bulk","","","",""
"B-BMLPA3-BULK","Semi Finished Goods","Bulk","","","",""
"B-BMLPE4-BULK","Semi Finished Goods","Bulk","","","",""
"DUS-BBLPAR0-WILD","Packaging Material","Regular","","","",""
"DUS-BBLPBR0-WILD","Packaging Material","Regular","","","",""
"DUS-BBLPCR0-WILD","Packaging Material","Regular","","","",""
"DUS-BBLPDR0-WILD","Packaging Material","Regular","","","",""
"BASE-CLBPER0-E","Packaging Material","Regular","","","",""
"BASE-CLBPIR0-E","Packaging Material","Regular","","","",""
"BASE-CLHNTR0-E","Packaging Material","Regular","","","",""
"BASE-CSS-W","Packaging Material","Regular","","","",""
"BASC-UVSSR0-W","Packaging Material","Regular","","","",""
"CONT-CGRPR0-W","Packaging Material","Regular","","","",""
"BASE-IPLP-W","Packaging Material","Regular","","","",""
"BASE-MMB01-MO","Packaging Material","Regular","","","",""
"BASE-MMB02-MO","Packaging Material","Regular","","","",""
"BASE-MMB03-MO","Packaging Material","Regular","","","",""
"BASE-MMB04-MO","Packaging Material","Regular","","","",""
"BASE-MMB05-MO","Packaging Material","Regular","","","",""
"BASE-PC-BULK","Intermediate","Intermediate Bulk","","","",""
"BASE-PNCWSWNLPT-063W","Packaging Material","Regular","","","",""
"BASE-PMPF-BULK","Intermediate","Intermediate Bulk","","","",""
"BASE-R3L-BULK","Intermediate","Intermediate Bulk","","","",""
"BASE-R3LLF-BULK","Intermediate","Intermediate Bulk","","","",""
"BASE-PCSS-W","Packaging Material","Regular","","","",""
"BASI-LP20H-X","Raw Material","","","","",""
"P-BHC-KA","Finished Goods","Sellable","SRM-RABS-KA","Finished Goods","Sellable",""
"","","","BRO-RNBO-KA","Finished Goods","Sellable",""
"SAMP-BUTV-X","Raw Material","","","","",""
"ACTI-BEUT-X","Raw Material","","","","",""
"BBC-BBL-BULK","Semi Finished Goods","Bulk","","","",""
"BBC-BBN-BULK","Semi Finished Goods","Bulk","","","",""
"MOIS-RQPO260-X","Raw Material","","","","",""
"B-SHN12GRNFS-W","Semi Finished Goods","Refill","","","","SHA--BULK"
"B-TWCGC107RNFS1-DF","Semi Finished Goods","Refill","","","","B-TWCGC07-BULK"
"SILI-BDP-X","Raw Material","","","","",""
"EMO-BSLDMZ-X","Raw Material","","","","",""
"SILI-BDM3-X","Raw Material","","","","",""
"EMO-BLSLDM-X","Raw Material","","","","",""
"SILI-BLSDE-X","Raw Material","","","","",""
"EMO-BSLDMA-X","Raw Material","","","","",""
"SILI-BLSEGAB-X","Raw Material","","","","",""
"SILI-BEGAEIB-X","Raw Material","","","","",""
"SILI-BE6-X","Raw Material","","","","",""
"SILI-BELEG5-X","Raw Material","","","","",""
"SILI-BPF-X","Raw Material","","","","",""
"SILI-BEL803-X","Raw Material","","","","",""
"SILI-BDM2-X","Raw Material","","","","",""
"BENE-K200-X","Raw Material","","","","",""
"BENT-38V-X","Raw Material","","","","",""
"THIC-BGV-X","Raw Material","","","","",""
"BENT-BGISDV-X","Raw Material","","","","",""
"BENT-BGVS5PC-X","Raw Material","","","","",""
"PWD-BNTNT-X","Raw Material","","","","",""
"BEN-BEN-WT","Raw Material","","","","",""
"EMU-BE1-X","Raw Material","","","","",""
"BETA-A98MR-X","Raw Material","","","","",""
"M-CSGN-BULK","Semi Finished Goods","Bulk","","","",""
"M-CSGN01-B","Finished Goods","Sellable","M-CSGN-BULK","Semi Finished Goods","Bulk",""
"L-BKML01-B","Finished Goods","Sellable","","","",""
"L-BKSS01-B","Finished Goods","Sellable","","","",""
"EO-BOLC01-B","Finished Goods","Sellable","EO-BOLC-BULK","Semi Finished Goods","Bulk",""
"S-CSCB-BULK","Semi Finished Goods","Bulk","","","",""
"S-CSCB01-B","Finished Goods","Sellable","S-CSCB-BULK","Semi Finished Goods","Bulk",""
"MB-COTR-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOCB01-B","Finished Goods","Sellable","EO-SOCB-BULK","Semi Finished Goods","Bulk",""
"M-SSSC01-B","Finished Goods","Sellable","M-SSSC-BULK","Semi Finished Goods","Bulk",""
"T-CSHT-BULK","Semi Finished Goods","Bulk","","","",""
"T-CSHT01-B","Finished Goods","Sellable","T-CSHT-BULK","Semi Finished Goods","Bulk",""
"D-DEN-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOLC-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOCB-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOEC-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOBR-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOHF-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOMB-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOLD-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOLM-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOLG-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOOR-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOPM-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOCR-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BORF-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOSN-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOSH-BULK","Semi Finished Goods","Bulk","","","",""
"EO-SOTT-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BOTB-BULK","Semi Finished Goods","Bulk","","","",""
"EO-OKDS01-B","Finished Goods","Sellable","EO-NSBOSH01-B","Finished Goods","Not Sellable",""
"","","","EO-NSBOTB01-B","Finished Goods","Not Sellable",""
"","","","EO-NSBOSN01-B","Finished Goods","Not Sellable",""
"EO-OKPT01-B","Finished Goods","Sellable","EO-NSSOPM01-B","Finished Goods","Not Sellable",""
"","","","EO-NSSOLD01-B","Finished Goods","Not Sellable",""
"","","","EO-NSSOLM01-B","Finished Goods","Not Sellable",""
"D-DEN01-B","Finished Goods","Sellable","D-DEN-BULK","Semi Finished Goods","Bulk",""
"EO-SOEC01-B","Finished Goods","Sellable","EO-SOEC-BULK","Semi Finished Goods","Bulk",""
"BL-BSEG-BULK","Semi Finished Goods","Bulk","","","",""
"BL-BSEG01-B","Finished Goods","Sellable","BL-BSEG-BULK","Semi Finished Goods","Bulk",""
"LD-CDFB-BULK","Semi Finished Goods","Bulk","","","",""
"LD-CDFB01-B","Finished Goods","Sellable","","","",""
"EO-BOBR01-B","Finished Goods","Sellable","EO-BOBR-BULK","Semi Finished Goods","Bulk",""
"FW-CSGC-BULK","Semi Finished Goods","Bulk","","","",""
"FW-CSGC01-B","Finished Goods","Sellable","FW-CSGC-BULK","Semi Finished Goods","Bulk",""
"M-CSGM01-BULK","Semi Finished Goods","Bulk","","","",""
"M-CSGD01-B","Finished Goods","Sellable","M-CSGM01-BULK","Semi Finished Goods","Bulk",""
"EO-BOHF01-B","Finished Goods","Sellable","EO-BOHF-BULK","Semi Finished Goods","Bulk",""
"EO-BOMB01-B","Finished Goods","Sellable","EO-BOMB-BULK","Semi Finished Goods","Bulk",""
"TH-VSKS01-B","Finished Goods","Sellable","","","",""
"TH-VSKG01-B","Finished Goods","Sellable","","","",""
"EO-SOLD01-B","Finished Goods","Sellable","EO-SOLD-BULK","Semi Finished Goods","Bulk",""
"EO-SOLM01-B","Finished Goods","Sellable","EO-SOLM-BULK","Semi Finished Goods","Bulk",""
"EO-SOLG01-B","Finished Goods","Sellable","EO-SOLG-BULK","Semi Finished Goods","Bulk",""
"TH-VSLS01-B","Finished Goods","Sellable","","","",""
"BL-BSMT-BULK","Semi Finished Goods","Bulk","","","",""
"BL-BSMT01-B","Finished Goods","Sellable","BL-BSMT-BULK","Semi Finished Goods","Bulk",""
"EO-NFSBOBR01-B","Finished Goods","Sample","","","",""
"EO-NFSSOPM01-B","Finished Goods","Sample","","","",""
"MB-NFSMBSG02-B","Finished Goods","Sample","","","",""
"BL-NFSBSMT02-B","Finished Goods","Sample","","","",""
"S-NFSCSYP02-B","Finished Goods","Sample","","","",""
"EO-SOOR01-B","Finished Goods","Sellable","EO-SOOR-BULK","Semi Finished Goods","Bulk",""
"EO-SOPM01-B","Finished Goods","Sellable","EO-SOPM-BULK","Semi Finished Goods","Bulk",""
"S-CSPB01-BULK","Semi Finished Goods","Bulk","","","",""
"S-CSPB01-B","Finished Goods","Sellable","S-CSPB01-BULK","Semi Finished Goods","Bulk",""
"EO-BOCR01-B","Finished Goods","Sellable","EO-BOCR-BULK","Semi Finished Goods","Bulk",""
"M-SSSC-BULK","Semi Finished Goods","Bulk","","","",""
"EO-BORF01-B","Finished Goods","Sellable","EO-BORF-BULK","Semi Finished Goods","Bulk",""
"PD-PSSS01-B","Finished Goods","Sellable","","","",""
"MB-MBSG-BULK","Semi Finished Goods","Bulk","","","",""
"MB-MBSG01-B","Finished Goods","Sellable","MB-MBSG-BULK","Semi Finished Goods","Bulk",""
"EO-BOSN01-B","Finished Goods","Sellable","EO-BOSN-BULK","Semi Finished Goods","Bulk",""
"EO-BOSH01-B","Finished Goods","Sellable","EO-BOSH-BULK","Semi Finished Goods","Bulk",""
"EO-SOTT01-B","Finished Goods","Sellable","EO-SOTT-BULK","Semi Finished Goods","Bulk",""
"MB-COTR01-B","Finished Goods","Sellable","MB-COTR-BULK","Semi Finished Goods","Bulk",""
"EO-BOTB01-B","Finished Goods","Sellable","EO-BOTB-BULK","Semi Finished Goods","Bulk",""
"TH-VSVP01-B","Finished Goods","Sellable","","","",""
"S-CSYP-BULK","Semi Finished Goods","Bulk","","","",""
"S-CSYP01-B","Finished Goods","Sellable","S-CSYP-BULK","Semi Finished Goods","Bulk",""
"M-NFSCSGN02-B","Finished Goods","Sample","","","",""
"L-NFSBKSS02-B","Finished Goods","Sample","","","",""
"L-NFSBKML02-B","Finished Goods","Sample","","","",""
"BIO-HYAL-BIL","Raw Material","","","","",""
"SCRU-BMBMV-X","Raw Material","","","","",""
"WARN-BGM103BP-X","Raw Material","","","","",""
"WARN-BGM103RP-X","Raw Material","","","","",""
"WARN-BGM103YP-X","Raw Material","","","","",""
"A-BGSA200-X","Raw Material","","","","",""
"SAMP-BGWCTCS2A-X","Raw Material","","","","",""
"A-BGFA200-X","Raw Material","","","","",""
"OIL-BIOARG-X","Raw Material","","","","",""
"BUTT-EBUSA-SBUR","Raw Material","","","","",""
"W-AW10-BD","Finished Goods","Sellable","","","",""
"D-DEORO-BD","Finished Goods","Sellable","D-DEORO-BULK","Semi Finished Goods","Bulk",""
"D-DEORO-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-MAL-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-MALN1-BD","Finished Goods","Sellable","HBW-MAL-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN1C-BD","Finished Goods","Sample","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN2C-BD","Finished Goods","Sample","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN1A-BD","Finished Goods","Sample","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN2A-BD","Finished Goods","Sample","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN1D-BD","Finished Goods","Sample","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-NFSBWN2D-BD","Finished Goods","Sample","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HS-HSN1FG-BD","Finished Goods","Sellable","","","",""
"HBW-BWC-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-BWN1C-BD","Finished Goods","Sellable","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN5C-BD","Finished Goods","Sellable","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN2C-BD","Finished Goods","Sellable","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN6C-BD","Finished Goods","Sellable","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN7C-BD","Finished Goods","Sellable","","","",""
"HBW-BWN4C-BD","Finished Goods","Sellable","HBW-BWC-BULK","Semi Finished Goods","Bulk",""
"HBW-HW-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-HWN2-BD","Finished Goods","Sellable","HBW-HW-BULK","Semi Finished Goods","Bulk",""
"HBW-HWN1-BD","Finished Goods","Sellable","HBW-HW-BULK","Semi Finished Goods","Bulk",""
"HBW-HWN4-BD","Finished Goods","Sellable","","","",""
"HBW-HWN3-BD","Finished Goods","Sellable","HBW-HW-BULK","Semi Finished Goods","Bulk",""
"HBW-BW-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-BWN1A-BD","Finished Goods","Sellable","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN5A-BD","Finished Goods","Sellable","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN2A-BD","Finished Goods","Sellable","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN6A-BD","Finished Goods","Sellable","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN7A-BD","Finished Goods","Sellable","","","",""
"HBW-BWN4A-BD","Finished Goods","Sellable","HBW-BW-BULK","Semi Finished Goods","Bulk",""
"HBW-BWD-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-BWN1D-BD","Finished Goods","Sellable","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN5D-BD","Finished Goods","Sellable","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN2D-BD","Finished Goods","Sellable","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN6D-BD","Finished Goods","Sellable","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-BWN7D-BD","Finished Goods","Sellable","","","",""
"HBW-BWN4D-BD","Finished Goods","Sellable","HBW-BWD-BULK","Semi Finished Goods","Bulk",""
"HBW-HWB-BULK","Semi Finished Goods","Bulk","","","",""
"HBW-HWN2B-BD","Finished Goods","Sellable","HBW-HWB-BULK","Semi Finished Goods","Bulk",""
"HBW-HWN1B-BD","Finished Goods","Sellable","HBW-HWB-BULK","Semi Finished Goods","Bulk",""
"HBW-HWN4B-BD","Finished Goods","Sellable","","","",""
"HBW-HWN3B-BD","Finished Goods","Sellable","HBW-HWB-BULK","Semi Finished Goods","Bulk",""
"P-RAM1-BD","Finished Goods","Sellable","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"P-RAM2-BD","Finished Goods","Sellable","HBW-BWN2C-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"P-RAM3-BD","Finished Goods","Sellable","HBW-HWN2-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2D-BD","Finished Goods","Sellable",""
"P-RCM1-BD","Finished Goods","Sellable","HBW-BWN1A-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"","","","HBW-HWN1B-BD","Finished Goods","Sellable",""
"P-RCM2-BD","Finished Goods","Sellable","HBW-BWN1C-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2C-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"","","","HBW-HWN1B-BD","Finished Goods","Sellable",""
"P-RCM3-BD","Finished Goods","Sellable","HBW-HWN2-BD","Finished Goods","Sellable",""
"","","","HBW-HWN1-BD","Finished Goods","Sellable",""
"","","","HBW-BWN1D-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2D-BD","Finished Goods","Sellable",""
"P-RCM4-BD","Finished Goods","Sellable","HBW-HWN2-BD","Finished Goods","Sellable",""
"","","","HBW-HWN1-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-BWN1D-BD","Finished Goods","Sellable",""
"P-RHLM1-BD","Finished Goods","Sellable","HBW-BWN1A-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"P-RHLM2-BD","Finished Goods","Sellable","HBW-BWN1C-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2C-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"P-RHLM3-BD","Finished Goods","Sellable","HBW-HWN2-BD","Finished Goods","Sellable",""
"","","","HBW-BWN1D-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2D-BD","Finished Goods","Sellable",""
"P-RHLM4-BD","Finished Goods","Sellable","HBW-HWN2-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-BWN1D-BD","Finished Goods","Sellable",""
"P-RHLM-BD","Finished Goods","Sellable","HBW-BWN1C-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"P-ROUM-BD","Finished Goods","Sellable","HBW-HWN1-BD","Finished Goods","Sellable",""
"","","","HBW-BWN1A-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2D-BD","Finished Goods","Sellable",""
"P-RURM-BD","Finished Goods","Sellable","HBW-BWN2C-BD","Finished Goods","Sellable",""
"","","","HBW-BWN2A-BD","Finished Goods","Sellable",""
"","","","HBW-HWN2B-BD","Finished Goods","Sellable",""
"ACTI-BWCTA-X","Raw Material","","","","",""
"P-BA-L","Finished Goods","Sellable","M-BRERMC-L","Finished Goods","Sellable",""
"","","","FW-GS-L","Finished Goods","Sellable",""
"","","","SRM-BRSRN2-L","Finished Goods","Sellable",""
"ACTI-BISARAC-X","Raw Material","","","","",""
"OIL-BLWHMO-X","Raw Material","","","","",""
"BRUS-BBR0-MO","Packaging Material","Regular","","","",""
"PAP-CULML01R0-W","Packaging Material","Regular","","","",""
"PAP-CULML05R0-W","Packaging Material","Regular","","","",""
"PAP-CULML08R0-W","Packaging Material","Regular","","","",""
"PAP-EBPBLR0-W","Packaging Material","Regular","","","",""
"PAP-EBPBRR0-W","Packaging Material","Regular","","","",""
"PAP-LLC01LR1-W","Packaging Material","Regular","","","",""
"PAP-LLC01LR0-W","Packaging Material","Regular","","","",""
"PAP-LLC02BR1-W","Packaging Material","Regular","","","",""
"PAP-LLC02BR0-W","Packaging Material","Regular","","","",""
"PAP-LLF01LB-W","Packaging Material","Regular","","","",""
"PAP-LLF01LBR1-W","Packaging Material","Regular","","","",""
"PAP-LLF01LBR2-W","Packaging Material","Regular","","","",""
"PAP-LLF02B-W","Packaging Material","Regular","","","",""
"PAP-LLF02BR1-W","Packaging Material","Regular","","","",""
"PAP-LLF02BR2-W","Packaging Material","Regular","","","",""
"PAP-LLF03I-W","Packaging Material","Regular","","","",""
"PAP-LLF03IR1-W","Packaging Material","Regular","","","",""
"PAP-LLF03IR2-W","Packaging Material","Regular","","","",""
"PAP-LLF04N-W","Packaging Material","Regular","","","",""
"PAP-LLF04NR2-W","Packaging Material","Regular","","","",""
"PAP-LLF04NR1-W","Packaging Material","Regular","","","",""
"PAP-UVSSR1-W","Packaging Material","Regular","","","",""
"PAP-UVSSR0-W","Packaging Material","Regular","","","",""
"WARN-6000-","Raw Material","","","","",""
"WARN-6400-","Raw Material","","","","",""
"WARN-6000G-","Raw Material","","","","",""
"PARF-BLMODA-X","Raw Material","","","","",""
"BO-SPF01-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SIP02-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SPS03-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SRE04-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SBS05-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SCS06-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SSS07-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SCC08-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SST09-BULK","Semi Finished Goods","Bulk","","","",""
"BO-SKPP10-BULK","Semi Finished Goods","Bulk","","","",""
"BO-01PFRNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SPF01-BULK"
"BO-02IPRNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SIP02-BULK"
"BO-03PP1RNFS3,5-MO","Semi Finished Goods","Refill","","","","BO-SPS03-BULK"
"BO-04RERNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SRE04-BULK"
"BO-05BSRNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SBS05-BULK"
"BO-06CSRNFS3,5G-MO","Semi Finished Goods","Refill","","","","BO-SCS06-BULK"
"BO-07SSRNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SSS07-BULK"
"BO-08CCRNFSN3,5-MO","Semi Finished Goods","Refill","","","","BO-SCC08-BULK"
"BO-W0F-02 BULK","Semi Finished Goods","Bulk","","","",""
"BO-W0G-01 BULK","Semi Finished Goods","Bulk","","","",""
"BO-W0E-01 BULK","Semi Finished Goods","Bulk","","","",""
"BO-S01PF6GRRNFS-MO","Semi Finished Goods","Refill","","","","BO-SPF01-BULK"
"BO-S03PP6GRRNFS-MO","Semi Finished Goods","Refill","","","","BO-SPS03-BULK"
"BO-S06CS6GRRNFS-MO","Semi Finished Goods","Refill","","","","BO-SCS06-BULK"
"BO-S07SS6GRRNFS-MO","Semi Finished Goods","Refill","","","","BO-SSS07-BULK"
"BO-S08CC6GRRNFS-MO","Semi Finished Goods","Refill","","","","BO-SCC08-BULK"
"BO-W0D1&2RNFS4G-W","Semi Finished Goods","Refill","","","","BO-W0D-01 BULK"
"","","","","","","BO-W0D-02 BULK"
"BO-W0D015GRRNFS-W","Semi Finished Goods","Refill","","","","BO-W0D-01 BULK"
"BO-W0E015GRRNFS-W","Semi Finished Goods","Refill","","","","BO-W0E-01 BULK"
"BO-W0F025GRRNFS-W","Semi Finished Goods","Refill","","","","BO-W0F-02 BULK"
"BO-W0G015GRRNFS-W","Semi Finished Goods","Refill","","","","BO-W0G-01 BULK"
"BO-W1A1&2RNFS4G-W","Semi Finished Goods","Refill","","","","BO-W1A-01 BULK"
"","","","","","","BO-W1A-02 BULK"
"BO-W1B1&2RNFS4G-W","Semi Finished Goods","Refill","","","","BO-W1B-01 BULK"
"","","","","","","BO-W1B-02 BULK"
"BO-W1C1&2RNFS4G-W","Semi Finished Goods","Refill","","","","BO-W1C-01-BULK"
"","","","","","","BO-W1C-02 BULK"
"BCR-NMBMS-WBH","Finished Goods","Sellable","","","",""
"BCR-NMBS-WBH","Finished Goods","Sellable","","","",""
"BAL-BPR1D882B08-WT","Packaging Material","Regular","","","",""
"BOOK-HC2023-W","Packaging Material","Regular","","","",""
"BOOK-PH2023-K","Packaging Material","Regular","","","",""
"BOTO-CAUSSSR0-TV","Packaging Material","Regular","","","",""
"BOTO-ALUGBFM100-L","Packaging Material","Regular","","","",""
"BOTO-APDHCP60-W","Packaging Material","Regular","","","",""
"BOTO-ALMR1-WPETG","Packaging Material","Regular","","","",""
"BOTO-ALMW-PGFB","Packaging Material","Regular","","","",""
"BOTO-BNG100PVC-","Packaging Material","Regular","","","",""
"BOTO-BWGT550-BD","Packaging Material","Regular","","","",""
"BOTO-BWMGTR0-BD","Packaging Material","Regular","","","",""
"BOTO-BWMSSR0-BD","Packaging Material","Regular","","","",""
"BOTO-BWMYZR0-BD","Packaging Material","Regular","","","",""
"BOTO-BWSS550-BD","Packaging Material","Regular","","","",""
"BOTO-BWYZ550-BD","Packaging Material","Regular","","","",""
"BOTO-CSDSBS20R0-W","Packaging Material","Regular","","","",""
"BOTO-CSPTE30-W","Packaging Material","Regular","","","",""
"BOTO-C240GTP-PET24","Packaging Material","Regular","","","",""
"BOTO-C240RPP-PET24","Packaging Material","Regular","","","",""
"BOTO-C240SBP-PET24","Packaging Material","Regular","","","",""
"BOTO-C240TBP-PET24","Packaging Material","Regular","","","",""
"BOTO-C750GTP-PET28","Packaging Material","Regular","","","",""
"BOTO-C750RPP-PET28","Packaging Material","Regular","","","",""
"BOTO-C750SBP-PET28","Packaging Material","Regular","","","",""
"BOTO-CLFR0-OMG","Packaging Material","Regular","","","",""
"BOTO-DROR0-K","Packaging Material","Regular","","","",""
"BOTO-DROPH-K","Packaging Material","Regular","","","",""
"BO-EDTKITR0-K","Packaging Material","Regular","","","",""
"BOTO-ELMFR0-W","Packaging Material","Regular","","","",""
"BOTO-EDGLR0-EPNP1","Packaging Material","Regular","","","",""
"BOTO-FS8CCONE-HPWO","Packaging Material","Regular","","","",""
"BOTO-FANC100PEA-","Packaging Material","Regular","","","",""
"BOTO-G150HBLFBW-P2PH","Packaging Material","Regular","","","",""
"BOTO-G150LBLR1-WHD","Packaging Material","Regular","","","",""
"BOTO-G150LFTR1-WHD","Packaging Material","Regular","","","",""
"BOTO-G150LFTRC-WHD","Packaging Material","Regular","","","",""
"BOTO-G150LMCRC-WHD","Packaging Material","Regular","","","",""
"BOTO-G150WSELG-WHD","Packaging Material","Regular","","","",""
"BOTO-G150WSPBCG-WHD","Packaging Material","Regular","","","",""
"BOTO-G150WSEL-WH1P","Packaging Material","Regular","","","",""
"BOTO-G150LFTWNL-BPP3","Packaging Material","Regular","","","",""
"BOTO-GBSRS20-L","Packaging Material","Regular","","","",""
"BOTO-GBFBC250-L","Packaging Material","Regular","","","",""
"BOTO-GBHT100R0-L","Packaging Material","Regular","","","",""
"BOTO-GBHT30-L","Packaging Material","Regular","","","",""
"BOTO-GBHT30PSF-L","Packaging Material","Regular","","","",""
"BOTO-GBBC40-L","Packaging Material","Regular","","","",""
"BOTO-GAACS15R1-W","Packaging Material","Regular","","","",""
