"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","","STIC-BTPMPFC62R-MOSC","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","DUS-PMPFC62R1-MOILD","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"FW-PBCFLS50-W","2","KB-WLAMBDAR1-W","0.02777","Pc(s)"
"","","TUBE-PBCFBS50R1-WPBL","1.0","Pc(s)"
"","","FW-PBCFLS-BULK","0.05","kg"
"MY-SRMCAB-W","6 (INLINE)","STIC-PACBR1-WM","1.0","Pc(s)"
"","","DUS-BCABER1-W","1.0","Pc(s)"
"","","BOTO-OCABER0-W","1.0","Pc(s)"
"","","SRM-CAB-BULK","0.03","kg"
"","","BOTO-RCABER0-W","1.0","Pc(s)"
"","","DUS-SCABER1-W","1.0","Pc(s)"
"","","BOTO-ICABER0-W","1.0","Pc(s)"
"","","PU-ICABER0-W","1.0","Pc(s)"
"","","LEAF-CRYABER0-W","1.0","Pc(s)"
"","","DUS-CCABER1-W","1.0","Pc(s)"
"","","PS-SABER0-WBOPP","0.00145","kg"
"","","KB-WFSR1-W","0.09091","Pc(s)"
"TC-RR3LLF07-W","11","TC-R3LLF07-BULK","0.012","kg"
"","","CONT-LRTWCRER1-W","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","","STIC-BLPRL07R0-W","1.0","Pc(s)"
"","","DUS-LPRL07R2-W","1.0","Pc(s)"
"","","IBOX-CR1-W","0.08333","Pc(s)"
"","","KB-WBETAR1-W","0.00694","Pc(s)"
"TC-W3ELLI4-W12G","10","CONT-LUMTWCWR1C-HTHS","1.0","Pc(s)"
"","","PLAS-DM58R0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BOTELTWC4-WC","1.0","Pc(s)"
"","","DUS-ELTWC04R2-WILG","1.0","Pc(s)"
"","","KB-WELTWCB-KMM125CF","0.02778","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","TC-W1I2C4-BULK","0.012","kg"
"L-EMC14-W4GR","15 (INLINE)","L-EMC14-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC14R-1WPS","1.0","Pc(s)"
"","","DUS-EMLC14C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC11-W4GR","19 (INLINE)","L-EMC11-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC11R2-W","1.0","Pc(s)"
"","","DUS-EMLC11C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"TWC-CLFTF-W","2","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","DUS-CVPFR0-W","1.0","Pc(s)"
"","","TWC-CLFTF-BULK","0.011","kg"
"","","STIC-BCVPF43WR0-W","1.0","Pc(s)"
"","","CONT-CVPFR0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"","","STIC-VCVPF43WR0-W","1.0","Pc(s)"
"L-REMA05-W","4","L-REMA05-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA05R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA05R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"TC-RPC04-MO12G","9","DUS-PCTWCRR3-MO","1.0","Pc(s)"
"","","KB-MOLUHM-265K150","0.01389","Pc(s)"
"","","STIC-VPCTWCR04R1-MO","1.0","Pc(s)"
"","","TC-PC04-BULK","0.012","kg"
"","","STIC-BPCTWCR04R2-MO","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-ELPCR0-MO","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"MY-TCR3LLF06-W","5 (INLINE)","TC-R3LLF06-BULK","0.012","kg"
"","","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","STIC-BLPL06R0-W","1.0","Pc(s)"
"","","DUS-LPL06R0-W","1.0","Pc(s)"
"","","STIC-PABR1-WM","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"B-R3L03I-W","7 (NON INLINE)","B-R3L03I-BULK","0.02","kg"
"","","CAPC-LLPR0-WASBS","1.0","Pc(s)"
"","","CONT-LLPR0-WASBS","1.0","Pc(s)"
"","","SHIF-LLPR0-WPPN","1.0","Pc(s)"
"","","PUFF-LLPR0-WMFP","1.0","Pc(s)"
"","","STIC-BLMP3RR0-W","1.0","Pc(s)"
"","","DUSS-LMP3R0-W","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"TC-CCL-EM12GR","5","KB-EAR0-KMM125","0.03333","Pc(s)"
"","","STIC-BCCKL-ECNF","1.0","Pc(s)"
"","","DUS-CCCAKER1-EILD","1.0","Pc(s)"
"","","STIC-BOTCKL-ECNF","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DM58R0-W","1.0","Pc(s)"
"","","CONT-CCCAKE-EASABS","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","TC-CCL-BULK","0.012","kg"
"L-EMC09-W4GR","17 (INLINE)","L-EMC09-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC09R2-W","1.0","Pc(s)"
"","","DUS-EMLC09C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC06-W4GR","19 (INLINE)","L-EMC06-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC06R2-W","1.0","Pc(s)"
"","","DUS-EMLC06C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"TWC-CLFTC-W","2","STIC-VCVPF23WR0-W","1.0","Pc(s)"
"","","DUS-CVPFR0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BCVPF23WR0-W","1.0","Pc(s)"
"","","TWC-CLFTC-BULK","0.011","kg"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","CONT-CVPFR0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"TWC-CLFTH-W","2","STIC-VCVPF52NR0-W","1.0","Pc(s)"
"","","TWC-CLFTH-BULK","0.011","kg"
"","","DUS-CVPFR0-W","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BCVPF52NR0-W","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","CONT-CVPFR0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"L-EMC03-W4GR","20 (INLINE)","L-EMC03-BULK","0.004","kg"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC03R2-W","1.0","Pc(s)"
"","","DUS-EMLC03C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"M-BSC-EM","12","M-BSC-BULK","0.02","kg"
"","","TUBE-BSMC20R0-EPBL","1.0","Pc(s)"
"","","KB-EAR0-KMM125","0.02778","Pc(s)"
"","","DUS-BSMCFR5-EFSC","1.0","Pc(s)"
"L-EMC12-W4GR","17 (INLINE)","L-EMC12-BULK","0.004","kg"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC12R2-W","1.0","Pc(s)"
"","","DUS-EMLC12C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC06DP-W","1 (INLINE)","L-EMC06-BULK","0.004","kg"
"","","BOTP-EMLCR0-W","1.0","Pc(s)"
"","","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC06R-0WPS","1.0","Pc(s)"
"","","DUS-EMLC06R1-W","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"M-BSTUC-EM","9","M-BSTUC-BULK","0.02","kg"
"","","KB-EAR0-KMM125","0.02778","Pc(s)"
"","","DUS-BSTUCR5-EFSC","1.0","Pc(s)"
"","","TUBE-BSTUCR2-E","1.0","Pc(s)"
"TC-RR3LLF01-W","11","TC-R3LLF01-BULK","0.012","kg"
"","","CONT-LRTWCRER1-W","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","PLAS-DMCTWCRP-P85","1.0","Pc(s)"
"","","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","","STIC-BLPRL01R0-W","1.0","Pc(s)"
"","","DUS-LPRL01R0-W","1.0","Pc(s)"
"","","IBOX-CR1-W","0.08333","Pc(s)"
"","","KB-WBETAR1-W","0.00694","Pc(s)"
"TC-RE05-W","6","TC-PC05-BULK","0.012","kg"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BTETC5R0-WRL","1.0","Pc(s)"
"","","DUS-ETWC5R3-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"L-EMC02-W4GR","19 (INLINE)","L-EMC02-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC02R2-W","1.0","Pc(s)"
"","","DUS-EMLC02C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-MLCA-OMG","6","L-MLCA-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC01R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC01R1-OMG","1.0","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"TC-CCM-EM12GR","5","KB-EAR0-KMM125","0.03333","Pc(s)"
"","","STIC-BCCKM-ECNF","1.0","Pc(s)"
"","","DUS-CCCAKER1-EILD","1.0","Pc(s)"
"","","STIC-BOTCKM-ECNF","1.0","Pc(s)"
"","","PLAS-DM58R0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","CONT-CCCAKE-EASABS","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","TC-CCM-BULK","0.012","kg"
"TC-RE05-W","5","TC-PC05-BULK","0.012","kg"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","STIC-BTETC5R0-WRL","1.0","Pc(s)"
"","","DUS-ETWC5R1-WRL","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"L-EMC08-W4GR","19 (INLINE)","L-EMC08-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC08R2-W","1.0","Pc(s)"
"","","DUS-EMLC08C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC07-W4GR","18 (INLINE)","L-EMC07-BULK","0.004","kg"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC07R2-W","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","DUS-EMLC07C-WILD","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC04-W4GR","17 (INLINE)","L-EMC04-BULK","0.004","kg"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC04R2-W","1.0","Pc(s)"
"","","DUS-EMLC04C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-REMO46-W","4","L-REMO46-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMO46R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO46R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"L-EMC05-W4GR","18 (INLINE)","L-EMC05-BULK","0.004","kg"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC05R2-W","1.0","Pc(s)"
"","","DUS-EMLC05C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-EMC10-W4GR","16 (INLINE)","L-EMC10-BULK","0.004","kg"
"","","BOTO-EMLCR1-W","1.0","Pc(s)"
"","","PLU-BEMLCR0-W","1.0","Pc(s)"
"","","CAPA-EMLCR2-W","1.0","Pc(s)"
"","","STIC-BOTEMLC10R2-W","1.0","Pc(s)"
"","","DUS-EMLC10C-WILD","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-MLCG-OMG","6","L-MLCG-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC07R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC07R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCH-OMG","6","L-MLCH-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC08R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC08R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR2-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-CM09-EM5.5GR","4","L-CM09-BULK","0.0055","kg"
"","","BOTO-PCMR1-E","1.0","Pc(s)"
"","","CAPA-CMR0-EM","1.0","Pc(s)"
"","","STIC-BOTCMBFR0-EOPPT","1.0","Pc(s)"
"","","DUS-CMBFR1-E","1.0","Pc(s)"
"","","IBOX-12EE-ED31","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"B-RBMLP01-EM","10","B-BMLPF1-BULK","0.008","kg"
"","","CONT-BMLPR2-E","1.0","Pc(s)"
"","","SHIF-BMLPR2-E","1.0","Pc(s)"
"","","CAPC-BMLPR2-E","1.0","Pc(s)"
"","","PUFF-BMLPR1-EMP","1.0","Pc(s)"
"","","STIC-BTBLP1RR2-E","1.0","Pc(s)"
"","","DUS-BWMMLPR5-E","1.0","Pc(s)"
"","","STIC-BCBWMMLP01R1-E","1.0","Pc(s)"
"","","STIC-PIBWMMLPR0-E","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","0.01389","Pc(s)"
"L-EMC13DP-W","1 (INLINE)","L-EMC13-BULK","0.004","kg"
"","","BOTP-EMLCR0-W","1.0","Pc(s)"
"","","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC13R-0WPS","1.0","Pc(s)"
"","","DUS-EMLC13R1-W","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"FW-PCSACSEC-KA","2","STIC-PMBE-E","0.06666","Pc(s)"
"","","STIC-ECOACFW100R0-K","1.0","Pc(s)"
"","","KB-KAHFBR0-K","0.06666","Pc(s)"
"","","TUBE-PCSAFWR1-K","1.0","Pc(s)"
"","","FW-PCSAC-BULK","0.1","kg"
"MA-LESM-W","Rework","STIC-QRLESM-W","1.0","Pc(s)"
"MY-SRMRABS-KA","2 (INLINE)","SRM-RABS-BULK","0.03","kg"
"","","BOTO-GABSR0-K","1.0","Pc(s)"
"","","PU-LM06MOD224B-ALUM","1.0","Pc(s)"
"","","STIC-PABHS30-K","1.0","Pc(s)"
"","","DUS-ABHS30-K","1.0","Pc(s)"
"","","STIC-PACESR1-WM","1.0","Pc(s)"
"","","KB-KAHFAR0-K","0.0208333","Pc(s)"
"BO-SKPP10-MO6G","6","BO-SKPP10-RP-MO6GR","1.0","Pc(s)"
"","","CONT-BOLB1MOASA-2PSC","1.0","Pc(s)"
"","","KUAS-BOMOBK-TRHG","1.0","Pc(s)"
"","","PLAS-DMESBOR0-MO","1.0","Pc(s)"
"","","STIC-BTBO10R1-MOMSF","1.0","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","DUS-BOR4-MO","1.0","Pc(s)"
"","","STIC-BCBO10-MOPPW","1.0","Pc(s)"
"","","STIC-QBOS10R0-MO","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.02778","Pc(s)"
"L-EMC13DP-W","2 (INLINE)","L-EMC13-BULK","0.004","kg"
"","","BOTP-EMLCR0-W","1.0","Pc(s)"
"","","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC13R-1WPS","1.0","Pc(s)"
"","","DUS-EMLC13R1-W","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-BRORNBO-KA","2 (INLINE)","BRO-RNBO-BULK","0.03","kg"
"","","BOTO-GNBOR0-K","1.0","Pc(s)"
"","","PU-LM06MOD224B-ALUM","1.0","Pc(s)"
"","","STIC-PNBHO30-K","1.0","Pc(s)"
"","","DUS-NBHO30-K","1.0","Pc(s)"
"","","STIC-PACESR1-WM","1.0","Pc(s)"
"","","KB-KAHFAR0-K","0.0208333","Pc(s)"
"L-REMO23-W","4","L-REMO23-BULK","0.0035","kg"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMO23R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO23R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"B-BSLP-EM","Rework","STIC-PIBSLPR0-E","1.0","Pc(s)"
"L-EMC18DP-W","1 (INLINE)","L-EMC18-BULK","0.004","kg"
"","","BOTP-EMLCR0-W","1.0","Pc(s)"
"","","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","","STIC-BOTEMLC18R-0WPS","1.0","Pc(s)"
"","","DUS-EMLC18R1-W","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","1.0","Pc(s)"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-RTCRE01-W","5 (INLINE)","TC-PC02-BULK","0.012","kg"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DM60R0-W","1.0","Pc(s)"
"","","STIC-BTETC1R0-WRL","1.0","Pc(s)"
"","","DUS-ETWC1R1-WRL","1.0","Pc(s)"
"","","STIC-PAEBR1-WM","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"L-CM01-EM5.5GR","9","L-CM01-BULK","0.0055","kg"
"","","BOTO-PCMR1-E","1.0","Pc(s)"
"","","CAPA-CMR0-EM","1.0","Pc(s)"
"","","STIC-BOTCMCCR1-EOPP","1.0","Pc(s)"
"","","DUS-CMCCR2-E","1.0","Pc(s)"
"","","IBOX-12EE-ED31","0.08333","Pc(s)"
"","","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"ES-W0L-W3,3GR","5","ES-W0L-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W0L-03-RP-W1,1GR","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","PLAS-DMESBOR0-W","1.0","Pc(s)"
"","","STIC-BOTESLR0-WPSM","1.0","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","KB-W6040R2-W","0.00833","Pc(s)"
"","","ES-W0L-01-RP-W1,1GR","1.0","Pc(s)"
"ES-PSM-MO10G","Rework","STIC-BOTESPSR1-MO","1.0","Pc(s)"
"","","DUS-ESPSR1-MO","1.0","Pc(s)"
"SRM-BSS-EM","6","SRM-BSS-BULK","0.03","kg"
"","","BOTO-PBSFS30R0-E","1.0","Pc(s)"
"","","DUS-BSFS30R3IV-EFSC","1.0","Pc(s)"
"","","PIP-DB30SR0-X","1.0","Pc(s)"
"","","KB-ECR1-KMK125CF","0.02778","Pc(s)"
"","","PART-BSFS30IV-EFSC","1.0","Pc(s)"
"","","STIC-SDR0-E","1.0","Pc(s)"
"ES-W1F-W3,3GR","5","ES-W1F-01-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1F-02-RP-W1,1GR","1.0","Pc(s)"
"","","ES-W1F-03-RP-W1,1GR","1.0","Pc(s)"
"","","CONT-ESEW-SAN","1.0","Pc(s)"
"","","KUAS-ESSNBRWP2K-BT","1.0","Pc(s)"
"","","PLAS-DMESBOR0-W","1.0","Pc(s)"
"","","STIC-BOTESFR0-WPSM","1.0","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","KB-W6040R2-W","0.00833","Pc(s)"
"REM-GOC-TA","3","REM-GOC-BULK","0.1","kg"
"","","TUBE-TGTO1C100R0-T","1.0","Pc(s)"
"","","DUS-TGTO1C100R0-T","1.0","Pc(s)"
"","","KB-SATURNUSR0-T","0.0833333","Pc(s)"
"","","STIC-PINGDGTO1C100-T","1.0","Pc(s)"
"LB-EVFSG-W4G","8","LB-EVFSG-BULK","0.004","kg"
"","","CAPC-EFSLGNS-W","1.0","Pc(s)"
"","","CONT-EFSLGNS-W","1.0","Pc(s)"
"","","STIC-BTEFSLGR0-WCNF","1.0","Pc(s)"
"","","DUS-EFSLGR2-W","1.0","Pc(s)"
"","","IBOX-12ELBR0-WDNF","0.08333","Pc(s)"
"","","KB-WLTWCLFR1-KMK125","0.02083","Pc(s)"
"REM-GOC-TA","Rework","STIC-PINGDGTO1C100-T","1.0","Pc(s)"
"S-A1-W170ML","Rework","STIC-QRADS-W","1.0","Pc(s)"
"REM-EEM-W100ML","7","REM-EEMA-BULK","0.05","kg"
"","","REM-EEMB-BULK","0.05","kg"
"","","BOTO-L100EEMURR2-WHD","1.0","Pc(s)"
"","","PLU-BL100NAT-ULDPE","1.0","Pc(s)"
"","","CAP-BL100SILA-WPP","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","0.03333","Pc(s)"
"L-MLCF-OMG","6","L-MLCF-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
